ID,S,I,State,Nature,Obs
0,1,499,1,1,1
1,0,500,1,1,0
2,0,500,1,1,1
3,245,255,1,0,1
4,0,500,1,1,0
5,0,500,1,1,1
6,0,500,1,1,1
7,0,500,1,1,0
8,2,498,1,1,1
9,0,500,1,1,1
10,61,439,1,1,0
11,500,0,0,1,0
12,1,499,1,1,1
13,54,446,1,1,1
14,0,500,1,1,1
15,0,500,1,1,1
16,3,497,1,1,1
17,11,489,1,1,1
18,13,487,1,0,1
19,13,487,1,1,1
20,0,500,1,1,1
21,0,500,1,1,0
22,500,0,0,0,0
23,0,500,1,1,1
24,0,500,1,1,0
25,183,317,1,1,0
26,0,500,1,1,1
27,0,500,1,1,1
28,5,495,1,1,1
29,0,500,1,1,1
30,500,0,0,1,1
31,0,500,1,1,1
32,0,500,1,1,1
33,8,492,1,1,1
34,0,500,1,1,1
35,16,484,1,0,0
36,0,500,1,1,1
37,1,499,1,1,1
38,0,500,1,0,1
39,500,0,0,0,1
