ID,S,I,State,Nature,Obs
0,500,0,0,1,1
1,0,500,1,1,1
2,0,500,1,1,1
3,164,336,1,1,1
4,0,500,1,1,1
5,0,500,1,1,0
6,0,500,1,1,1
7,0,500,1,1,1
8,0,500,1,1,0
9,0,500,1,1,0
10,0,500,1,1,1
11,127,373,1,0,0
12,0,500,1,1,1
13,0,500,1,1,1
14,0,500,1,1,0
15,0,500,1,1,0
16,78,422,1,0,1
17,0,500,1,1,0
18,0,500,1,1,0
19,0,500,1,1,1
20,0,500,1,1,1
21,500,0,0,0,0
22,1,499,1,0,1
23,26,474,1,0,1
24,0,500,1,1,1
25,494,6,0,0,0
26,0,500,1,1,1
27,1,499,1,1,1
28,0,500,1,1,1
29,465,35,0,1,0
30,90,410,1,1,1
31,26,474,1,1,1
32,0,500,1,1,1
33,1,499,1,1,1
34,458,42,0,1,0
35,479,21,0,0,0
36,0,500,1,1,1
37,493,7,0,0,0
38,500,0,0,1,1
39,0,500,1,0,0
