ID,S,I,State,Nature,Obs
0,167,333,1,0,0
1,2,498,1,0,0
2,496,4,0,0,0
3,256,244,0,1,1
4,0,500,1,1,1
5,0,500,1,1,1
6,0,500,1,1,1
7,64,436,1,1,0
8,0,500,1,1,1
9,4,496,1,1,1
10,0,500,1,1,1
11,366,134,0,1,1
12,256,244,0,0,0
13,13,487,1,1,1
14,7,493,1,1,1
15,168,332,1,0,1
16,18,482,1,1,1
17,0,500,1,1,1
18,13,487,1,1,0
19,121,379,1,1,1
20,2,498,1,1,0
21,350,150,0,1,1
22,355,145,0,0,0
23,115,385,1,1,1
24,296,204,0,1,0
25,6,494,1,1,1
26,65,435,1,1,1
27,383,117,0,0,0
28,13,487,1,1,1
29,0,500,1,0,0
30,415,85,0,0,0
31,6,494,1,1,1
32,205,295,1,1,1
33,146,354,1,1,1
34,31,469,1,1,1
35,145,355,1,0,0
36,28,472,1,1,1
37,1,499,1,1,1
38,10,490,1,1,1
39,382,118,0,0,0
