ID,S,I,State,Nature,Obs
0,220,280,1,1,1
1,194,306,1,1,0
2,204,296,1,1,1
3,275,225,0,0,0
4,196,304,1,1,1
5,189,311,1,1,1
6,213,287,1,1,1
7,205,295,1,1,1
8,227,273,1,0,0
9,181,319,1,1,1
10,185,315,1,1,1
11,248,252,1,1,0
12,203,297,1,1,1
13,226,274,1,1,1
14,194,306,1,1,1
15,188,312,1,1,1
16,289,211,0,1,1
17,195,305,1,1,0
18,260,240,0,1,1
19,248,252,1,0,1
20,199,301,1,1,0
21,227,273,1,1,1
22,260,240,0,1,1
23,223,277,1,1,1
24,203,297,1,1,1
25,293,207,0,1,1
26,201,299,1,1,1
27,201,299,1,1,0
28,199,301,1,1,1
29,248,252,1,1,1
30,270,230,0,1,1
31,196,304,1,1,1
32,192,308,1,1,1
33,207,293,1,1,1
34,237,263,1,0,1
35,285,215,0,1,0
36,205,295,1,1,1
37,239,261,1,1,1
38,276,224,0,1,1
39,232,268,1,1,1
