ID,S,I,State,Nature,Obs
0,5,495,1,1,1
1,0,500,1,1,1
2,219,281,1,1,1
3,22,478,1,1,1
4,9,491,1,1,1
5,380,120,0,0,0
6,7,493,1,1,1
7,389,111,0,0,0
8,2,498,1,1,1
9,45,455,1,1,1
10,350,150,0,1,1
11,370,130,0,0,0
12,0,500,1,1,1
13,2,498,1,1,1
14,346,154,0,0,0
15,0,500,1,1,1
16,83,417,1,1,1
17,42,458,1,1,1
18,34,466,1,1,1
19,359,141,0,0,0
20,94,406,1,0,1
21,3,497,1,1,1
22,238,262,1,0,0
23,167,333,1,1,1
24,36,464,1,1,1
25,458,42,0,1,1
26,40,460,1,1,1
27,6,494,1,1,0
28,0,500,1,1,1
29,74,426,1,1,1
30,359,141,0,0,0
31,0,500,1,1,1
32,500,0,0,0,0
33,16,484,1,1,1
34,1,499,1,1,1
35,5,495,1,1,1
36,0,500,1,1,1
37,21,479,1,1,1
38,345,155,0,1,1
39,0,500,1,1,1
