ID,S,I,State,Nature,Obs
0,131,369,1,1,0
1,0,500,1,1,0
2,0,500,1,1,1
3,157,343,1,0,1
4,13,487,1,1,1
5,0,500,1,1,0
6,33,467,1,1,0
7,0,500,1,1,1
8,245,255,1,0,0
9,0,500,1,1,0
10,5,495,1,1,1
11,317,183,0,0,0
12,0,500,1,1,1
13,39,461,1,1,1
14,0,500,1,1,1
15,0,500,1,1,1
16,436,64,0,0,0
17,0,500,1,1,1
18,1,499,1,1,1
19,182,318,1,1,1
20,0,500,1,1,1
21,16,484,1,1,1
22,14,486,1,0,0
23,0,500,1,1,1
24,0,500,1,1,1
25,377,123,0,0,0
26,456,44,0,1,1
27,0,500,1,1,1
28,0,500,1,1,1
29,381,119,0,1,0
30,21,479,1,0,1
31,1,499,1,1,1
32,0,500,1,1,1
33,5,495,1,1,1
34,11,489,1,1,1
35,27,473,1,1,1
36,5,495,1,1,1
37,130,370,1,1,1
38,12,488,1,1,1
39,9,491,1,1,1
