ID,S,I,State,Nature,Obs
0,53,447,1,0,0
1,71,429,1,0,0
2,156,344,1,0,0
3,401,99,0,0,0
4,222,278,1,1,1
5,52,448,1,1,0
6,196,304,1,1,1
7,278,222,0,1,1
8,39,461,1,1,1
9,51,449,1,0,0
10,214,286,1,1,1
11,310,190,0,0,0
12,249,251,1,0,0
13,181,319,1,1,1
14,219,281,1,1,1
15,283,217,0,0,0
16,222,278,1,1,0
17,198,302,1,1,0
18,96,404,1,1,0
19,57,443,1,0,1
20,274,226,0,1,1
21,78,422,1,0,0
22,286,214,0,0,0
23,337,163,0,0,0
24,307,193,0,1,0
25,354,146,0,0,0
26,143,357,1,1,1
27,317,183,0,1,1
28,273,227,0,1,1
29,209,291,1,0,0
30,372,128,0,1,1
31,326,174,0,0,0
32,169,331,1,1,1
33,243,257,1,1,1
34,179,321,1,0,0
35,184,316,1,0,0
36,341,159,0,0,1
37,357,143,0,0,0
38,309,191,0,0,0
39,251,249,0,0,0
