ID,S,I,State,Nature,Obs
0,1,499,1,1,1
1,13,487,1,1,0
2,51,449,1,1,1
3,114,386,1,1,1
4,0,500,1,1,1
5,0,500,1,1,1
6,0,500,1,1,0
7,0,500,1,1,1
8,0,500,1,1,0
9,0,500,1,1,0
10,5,495,1,1,1
11,191,309,1,1,1
12,0,500,1,1,0
13,436,64,0,0,0
14,0,500,1,1,1
15,94,406,1,1,1
16,0,500,1,1,0
17,1,499,1,1,1
18,362,138,0,0,0
19,78,422,1,0,1
20,0,500,1,1,0
21,377,123,0,0,0
22,2,498,1,1,1
23,33,467,1,1,1
24,106,394,1,0,0
25,0,500,1,1,1
26,39,461,1,1,0
27,8,492,1,1,0
28,5,495,1,1,1
29,480,20,0,1,1
30,0,500,1,1,1
31,79,421,1,0,0
32,52,448,1,1,1
33,313,187,0,0,0
34,0,500,1,1,1
35,252,248,0,1,1
36,73,427,1,0,0
37,0,500,1,1,1
38,465,35,0,0,0
39,124,376,1,1,1
