ID,S,I,State,Nature,Obs
0,500,0,0,0,0
1,0,500,1,1,1
2,1,499,1,0,0
3,450,50,0,1,0
4,479,21,0,1,0
5,0,500,1,1,1
6,0,500,1,1,0
7,0,500,1,1,1
8,0,500,1,1,0
9,0,500,1,1,0
10,0,500,1,1,0
11,484,16,0,0,0
12,500,0,0,0,0
13,0,500,1,0,1
14,500,0,0,1,1
15,0,500,1,1,1
16,0,500,1,1,1
17,0,500,1,1,1
18,0,500,1,1,0
19,24,476,1,1,1
20,0,500,1,1,1
21,1,499,1,1,0
22,0,500,1,1,0
23,496,4,0,0,0
24,24,476,1,1,0
25,41,459,1,1,1
26,0,500,1,1,1
27,500,0,0,1,0
28,0,500,1,1,1
29,0,500,1,1,1
30,0,500,1,0,1
31,500,0,0,0,0
32,0,500,1,1,1
33,24,476,1,1,1
34,0,500,1,1,1
35,495,5,0,0,0
36,0,500,1,1,1
37,3,497,1,1,1
38,0,500,1,1,1
39,0,500,1,1,1
