ID,S,I,State,Nature,Obs
0,0,500,1,1,1
1,2,498,1,1,0
2,480,20,0,0,0
3,0,500,1,0,0
4,0,500,1,1,1
5,0,500,1,1,0
6,0,500,1,0,0
7,0,500,1,1,1
8,0,500,1,1,1
9,0,500,1,1,0
10,0,500,1,1,0
11,0,500,1,1,0
12,0,500,1,0,0
13,0,500,1,0,0
14,0,500,1,1,1
15,5,495,1,1,1
16,0,500,1,1,1
17,0,500,1,1,1
18,238,262,1,1,1
19,478,22,0,1,0
20,0,500,1,1,0
21,0,500,1,1,1
22,22,478,1,1,1
23,500,0,0,1,1
24,487,13,0,0,0
25,0,500,1,1,1
26,0,500,1,1,0
27,470,30,0,0,0
28,0,500,1,0,0
29,500,0,0,0,1
30,247,253,1,1,1
31,500,0,0,0,1
32,0,500,1,1,0
33,494,6,0,0,0
34,0,500,1,1,1
35,0,500,1,1,1
36,4,496,1,0,0
37,0,500,1,1,1
38,0,500,1,0,0
39,13,487,1,1,1
