ID,S,I,State,Nature,Obs
0,313,187,0,1,0
1,221,279,1,1,1
2,10,490,1,1,1
3,13,487,1,1,1
4,1,499,1,1,1
5,3,497,1,1,1
6,3,497,1,1,1
7,7,493,1,1,1
8,108,392,1,1,1
9,3,497,1,1,0
10,16,484,1,1,0
11,5,495,1,1,1
12,191,309,1,1,1
13,267,233,0,0,0
14,20,480,1,1,1
15,429,71,0,0,0
16,13,487,1,1,1
17,0,500,1,1,1
18,288,212,0,0,0
19,11,489,1,1,1
20,6,494,1,1,1
21,130,370,1,1,1
22,368,132,0,1,1
23,13,487,1,1,1
24,4,496,1,0,1
25,25,475,1,1,1
26,2,498,1,1,1
27,67,433,1,1,1
28,97,403,1,1,1
29,31,469,1,0,0
30,129,371,1,1,1
31,114,386,1,0,1
32,9,491,1,1,0
33,317,183,0,0,0
34,364,136,0,1,1
35,321,179,0,0,0
36,177,323,1,1,1
37,1,499,1,1,1
38,46,454,1,0,0
39,268,232,0,1,0
