ID,S,I,State,Nature,Obs
0,210,290,1,0,1
1,220,280,1,0,1
2,188,312,1,0,1
3,279,221,0,0,0
4,180,320,1,0,1
5,192,308,1,0,0
6,210,290,1,0,1
7,190,310,1,0,0
8,234,266,1,1,1
9,180,320,1,0,0
10,197,303,1,0,0
11,227,273,1,0,1
12,193,307,1,0,0
13,217,283,1,0,0
14,193,307,1,0,1
15,189,311,1,0,1
16,267,233,0,0,0
17,190,310,1,0,1
18,242,258,1,0,0
19,250,250,0.5,0,0
20,202,298,1,0,0
21,228,272,1,0,0
22,245,255,1,0,1
23,200,300,1,0,0
24,195,305,1,0,0
25,310,190,0,0,0
26,177,323,1,0,0
27,182,318,1,0,0
28,197,303,1,0,0
29,256,244,0,0,0
30,272,228,0,0,1
31,200,300,1,0,0
32,198,302,1,0,0
33,195,305,1,0,1
34,222,278,1,0,0
35,261,239,0,0,0
36,205,295,1,0,0
37,234,266,1,0,0
38,280,220,0,0,0
39,208,292,1,0,1
