ID,S,I,State,Nature,Obs
0,112,388,1,1,1
1,79,421,1,0,0
2,70,430,1,1,1
3,182,318,1,1,1
4,40,460,1,1,1
5,90,410,1,1,1
6,102,398,1,1,1
7,95,405,1,1,1
8,115,385,1,1,0
9,58,442,1,1,1
10,73,427,1,1,1
11,137,363,1,1,0
12,73,427,1,1,1
13,119,381,1,1,1
14,95,405,1,1,1
15,92,408,1,0,1
16,178,322,1,1,1
17,110,390,1,0,0
18,163,337,1,0,0
19,148,352,1,1,1
20,82,418,1,1,1
21,128,372,1,1,1
22,158,342,1,1,1
23,99,401,1,0,0
24,118,382,1,0,0
25,220,280,1,1,1
26,63,437,1,1,0
27,83,417,1,0,0
28,95,405,1,1,1
29,160,340,1,0,0
30,177,323,1,1,1
31,86,414,1,0,0
32,75,425,1,1,0
33,85,415,1,1,0
34,137,363,1,1,1
35,172,328,1,1,1
36,95,405,1,1,1
37,155,345,1,1,1
38,212,288,1,1,1
39,139,361,1,0,0
