ID,S,I,State,Nature,Obs
0,7,493,1,1,1
1,0,500,1,1,1
2,0,500,1,1,1
3,451,49,0,0,0
4,0,500,1,1,1
5,0,500,1,1,1
6,0,500,1,1,0
7,0,500,1,1,1
8,8,492,1,1,1
9,0,500,1,1,1
10,66,434,1,1,1
11,0,500,1,1,1
12,2,498,1,0,1
13,206,294,1,1,1
14,0,500,1,1,1
15,0,500,1,1,1
16,8,492,1,1,1
17,86,414,1,1,1
18,42,458,1,0,0
19,38,462,1,1,1
20,0,500,1,1,1
21,0,500,1,1,1
22,0,500,1,0,0
23,0,500,1,1,1
24,0,500,1,1,1
25,116,384,1,1,1
26,0,500,1,1,1
27,0,500,1,1,1
28,30,470,1,1,1
29,0,500,1,1,0
30,0,500,1,0,0
31,0,500,1,1,1
32,5,495,1,1,1
33,66,434,1,0,0
34,3,497,1,1,1
35,9,491,1,1,1
36,0,500,1,1,1
37,2,498,1,1,1
38,0,500,1,0,0
39,0,500,1,1,0
