ID,S,I,State,Nature,Obs
0,0,500,1,1,1
1,0,500,1,1,0
2,3,497,1,1,1
3,0,500,1,1,1
4,0,500,1,1,1
5,0,500,1,1,1
6,0,500,1,1,1
7,0,500,1,1,0
8,0,500,1,1,1
9,0,500,1,1,1
10,500,0,0,0,0
11,81,419,1,1,1
12,0,500,1,1,1
13,158,342,1,1,1
14,0,500,1,1,1
15,6,494,1,1,1
16,0,500,1,1,1
17,53,447,1,1,1
18,223,277,1,1,1
19,0,500,1,0,1
20,0,500,1,1,0
21,111,389,1,0,1
22,0,500,1,1,1
23,0,500,1,1,1
24,0,500,1,0,1
25,0,500,1,1,0
26,0,500,1,1,1
27,0,500,1,1,1
28,0,500,1,1,1
29,435,65,0,1,0
30,0,500,1,1,1
31,3,497,1,1,1
32,8,492,1,1,1
33,59,441,1,0,1
34,0,500,1,1,1
35,109,391,1,1,1
36,25,475,1,0,0
37,0,500,1,1,1
38,446,54,0,0,0
39,36,464,1,1,1
