ID,S,I,State,Nature,Obs
0,217,283,1,1,1
1,241,259,1,0,0
2,14,486,1,1,1
3,191,309,1,1,0
4,0,500,1,1,0
5,16,484,1,1,1
6,34,466,1,1,1
7,6,494,1,1,1
8,171,329,1,1,1
9,6,494,1,1,1
10,267,233,0,0,0
11,63,437,1,1,1
12,246,254,1,1,1
13,439,61,0,0,0
14,162,338,1,1,0
15,136,364,1,1,0
16,131,369,1,1,1
17,51,449,1,0,0
18,336,164,0,1,0
19,12,488,1,0,0
20,29,471,1,1,1
21,7,493,1,0,0
22,194,306,1,1,1
23,12,488,1,0,1
24,120,380,1,1,1
25,425,75,0,0,0
26,0,500,1,1,1
27,55,445,1,1,1
28,163,337,1,1,1
29,33,467,1,0,0
30,152,348,1,1,1
31,56,444,1,1,1
32,2,498,1,1,1
33,125,375,1,0,0
34,251,249,0,1,1
35,147,353,1,0,1
36,189,311,1,0,0
37,19,481,1,1,1
38,86,414,1,1,1
39,212,288,1,0,0
