ID,S,I,State,Nature,Obs
0,212,288,1,1,1
1,196,304,1,1,1
2,192,308,1,1,1
3,273,227,0,1,1
4,177,323,1,1,1
5,198,302,1,1,1
6,209,291,1,1,0
7,191,309,1,1,0
8,242,258,1,1,1
9,187,313,1,1,1
10,188,312,1,1,1
11,235,265,1,1,1
12,194,306,1,1,1
13,216,284,1,1,1
14,200,300,1,1,1
15,197,303,1,1,1
16,288,212,0,0,0
17,195,305,1,1,1
18,251,249,0,1,1
19,235,265,1,1,1
20,192,308,1,1,1
21,232,268,1,0,1
22,257,243,0,1,1
23,208,292,1,1,1
24,185,315,1,1,1
25,294,206,0,0,0
26,195,305,1,1,1
27,192,308,1,1,1
28,200,300,1,1,1
29,269,231,0,1,0
30,259,241,0,1,1
31,205,295,1,1,1
32,192,308,1,1,1
33,194,306,1,1,1
34,220,280,1,1,0
35,282,218,0,1,1
36,210,290,1,1,0
37,229,271,1,1,1
38,275,225,0,0,1
39,227,273,1,0,0
