ID,S,I,State,Nature,Obs
0,62,438,1,1,1
1,0,500,1,1,1
2,0,500,1,1,1
3,66,434,1,0,1
4,0,500,1,1,1
5,500,0,0,1,1
6,0,500,1,0,0
7,0,500,1,1,0
8,0,500,1,1,1
9,0,500,1,1,1
10,23,477,1,1,1
11,146,354,1,0,0
12,0,500,1,1,1
13,15,485,1,1,1
14,1,499,1,1,1
15,0,500,1,1,1
16,408,92,0,0,0
17,46,454,1,1,1
18,112,388,1,1,0
19,90,410,1,1,1
20,0,500,1,1,1
21,13,487,1,1,1
22,0,500,1,1,1
23,0,500,1,1,1
24,3,497,1,1,1
25,425,75,0,0,0
26,0,500,1,1,1
27,1,499,1,1,1
28,0,500,1,1,1
29,60,440,1,1,1
30,0,500,1,1,1
31,0,500,1,1,1
32,0,500,1,1,1
33,0,500,1,1,1
34,0,500,1,0,1
35,64,436,1,1,1
36,1,499,1,1,1
37,70,430,1,0,0
38,67,433,1,1,1
39,1,499,1,1,0
