ID,S,I,State,Nature,Obs
0,0,500,1,1,1
1,0,500,1,1,1
2,83,417,1,1,1
3,215,285,1,0,1
4,76,424,1,1,1
5,445,55,0,0,0
6,39,461,1,1,1
7,89,411,1,1,1
8,219,281,1,1,1
9,390,110,0,1,0
10,210,290,1,1,1
11,139,361,1,1,0
12,0,500,1,1,1
13,251,249,0,1,0
14,84,416,1,1,1
15,1,499,1,1,0
16,430,70,0,0,0
17,356,144,0,1,0
18,228,272,1,1,0
19,455,45,0,0,0
20,230,270,1,0,0
21,10,490,1,1,1
22,1,499,1,1,1
23,325,175,0,1,1
24,87,413,1,1,1
25,464,36,0,0,0
26,111,389,1,1,1
27,0,500,1,1,1
28,0,500,1,1,1
29,13,487,1,1,1
30,17,483,1,1,1
31,0,500,1,1,1
32,360,140,0,0,0
33,6,494,1,1,1
34,2,498,1,1,1
35,0,500,1,1,1
36,23,477,1,1,1
37,109,391,1,0,0
38,88,412,1,1,1
39,198,302,1,1,1
