ID,S,I,State,Nature,Obs
0,0,500,1,1,1
1,500,0,0,1,1
2,0,500,1,1,1
3,15,485,1,0,1
4,47,453,1,1,1
5,352,148,0,0,0
6,196,304,1,1,1
7,15,485,1,1,1
8,114,386,1,1,1
9,15,485,1,1,0
10,0,500,1,1,1
11,43,457,1,1,0
12,0,500,1,1,1
13,10,490,1,1,0
14,17,483,1,1,1
15,0,500,1,1,0
16,453,47,0,0,0
17,0,500,1,1,0
18,144,356,1,1,0
19,0,500,1,0,0
20,500,0,0,0,0
21,76,424,1,1,1
22,9,491,1,1,1
23,0,500,1,1,1
24,0,500,1,1,1
25,433,67,0,0,0
26,0,500,1,1,1
27,0,500,1,1,1
28,0,500,1,1,1
29,11,489,1,1,1
30,41,459,1,1,1
31,0,500,1,1,1
32,0,500,1,0,0
33,0,500,1,1,1
34,485,15,0,1,1
35,0,500,1,1,1
36,0,500,1,1,1
37,434,66,0,0,0
38,37,463,1,1,1
39,32,468,1,1,1
