ID,S,I,State,Nature,Obs
0,0,500,1,1,0
1,0,500,1,1,1
2,23,477,1,1,1
3,204,296,1,0,0
4,3,497,1,1,1
5,426,74,0,0,0
6,14,486,1,0,1
7,46,454,1,1,1
8,2,498,1,1,1
9,238,262,1,1,1
10,39,461,1,1,1
11,28,472,1,0,1
12,0,500,1,1,1
13,143,357,1,1,1
14,25,475,1,1,1
15,0,500,1,1,1
16,163,337,1,0,0
17,236,264,1,1,1
18,251,249,0,1,1
19,195,305,1,1,1
20,269,231,0,0,0
21,168,332,1,0,0
22,30,470,1,1,1
23,103,397,1,1,1
24,306,194,0,1,0
25,17,483,1,1,1
26,37,463,1,1,1
27,2,498,1,1,1
28,0,500,1,1,1
29,233,267,1,0,0
30,37,463,1,1,0
31,1,499,1,1,1
32,181,319,1,1,0
33,47,453,1,1,1
34,313,187,0,0,0
35,281,219,0,1,1
36,74,426,1,0,1
37,192,308,1,1,0
38,411,89,0,0,0
39,19,481,1,1,1
