ID,S,I,State,Nature,Obs
0,435,65,0,0,0
1,0,500,1,0,1
2,0,500,1,0,0
3,0,500,1,0,0
4,54,446,1,0,1
5,500,0,0,0,0
6,0,500,1,0,0
7,466,34,0,0,0
8,1,499,1,1,1
9,0,500,1,0,1
10,446,54,0,0,0
11,500,0,0,0,0
12,500,0,0,0,0
13,97,403,1,0,0
14,0,500,1,0,0
15,0,500,1,0,0
16,473,27,0,0,0
17,0,500,1,0,0
18,84,416,1,0,1
19,465,35,0,0,0
20,500,0,0,0,0
21,497,3,0,0,0
22,27,473,1,0,0
23,471,29,0,0,0
24,0,500,1,0,1
25,0,500,1,0,1
26,500,0,0,0,1
27,0,500,1,0,0
28,108,392,1,0,1
29,0,500,1,0,0
30,24,476,1,1,1
31,0,500,1,0,1
32,500,0,0,0,1
33,0,500,1,0,0
34,475,25,0,0,0
35,498,2,0,0,0
36,0,500,1,0,0
37,0,500,1,0,0
38,500,0,0,0,0
39,165,335,1,0,0
