ID,S,I,State,Nature,Obs
0,99,401,1,1,1
1,64,436,1,1,1
2,94,406,1,1,1
3,209,291,1,0,0
4,90,410,1,1,0
5,60,440,1,1,1
6,93,407,1,1,1
7,74,426,1,1,1
8,128,372,1,1,1
9,63,437,1,1,1
10,90,410,1,0,0
11,148,352,1,1,1
12,96,404,1,1,1
13,116,384,1,1,0
14,65,435,1,1,1
15,47,453,1,1,0
16,193,307,1,1,0
17,64,436,1,1,0
18,159,341,1,1,1
19,132,368,1,1,0
20,66,434,1,1,1
21,117,383,1,1,1
22,147,353,1,1,1
23,66,434,1,1,1
24,72,428,1,1,1
25,250,250,0.5,0,0
26,67,433,1,1,1
27,73,427,1,1,1
28,66,434,1,1,1
29,185,315,1,1,1
30,202,298,1,1,1
31,76,424,1,1,1
32,60,440,1,1,1
33,60,440,1,1,1
34,134,366,1,1,0
35,180,320,1,1,1
36,67,433,1,1,1
37,143,357,1,0,0
38,208,292,1,1,1
39,105,395,1,1,1
