ID,S,I,State,Nature,Obs
0,0,500,1,0,0
1,124,376,1,1,1
2,298,202,0,0,0
3,0,500,1,0,0
4,445,55,0,1,1
5,1,499,1,1,1
6,2,498,1,0,0
7,61,439,1,1,1
8,4,496,1,1,1
9,212,288,1,1,1
10,389,111,0,0,0
11,0,500,1,1,1
12,1,499,1,0,1
13,73,427,1,0,1
14,61,439,1,0,0
15,484,16,0,0,0
16,0,500,1,1,1
17,0,500,1,1,1
18,439,61,0,0,0
19,466,34,0,0,0
20,452,48,0,1,1
21,0,500,1,1,1
22,9,491,1,1,1
23,0,500,1,1,1
24,475,25,0,0,0
25,2,498,1,1,1
26,1,499,1,1,1
27,92,408,1,0,1
28,60,440,1,0,0
29,1,499,1,1,1
30,0,500,1,1,1
31,0,500,1,1,1
32,5,495,1,1,1
33,439,61,0,0,1
34,61,439,1,1,1
35,16,484,1,1,1
36,499,1,0,1,0
37,0,500,1,1,0
38,0,500,1,1,1
39,395,105,0,0,0
