ID,S,I,State,Nature,Obs
0,135,365,1,1,0
1,38,462,1,1,1
2,90,410,1,1,1
3,173,327,1,1,1
4,59,441,1,1,1
5,40,460,1,1,1
6,130,370,1,1,1
7,159,341,1,1,1
8,109,391,1,1,1
9,150,350,1,1,0
10,115,385,1,1,0
11,130,370,1,1,1
12,114,386,1,1,1
13,113,387,1,0,0
14,137,363,1,1,1
15,136,364,1,0,0
16,161,339,1,1,1
17,103,397,1,1,1
18,157,343,1,0,0
19,135,365,1,1,1
20,147,353,1,1,1
21,111,389,1,1,1
22,143,357,1,1,1
23,146,354,1,1,1
24,123,377,1,0,1
25,207,293,1,1,1
26,100,400,1,1,1
27,154,346,1,1,1
28,150,350,1,1,1
29,143,357,1,0,0
30,198,302,1,1,1
31,156,344,1,0,1
32,88,412,1,1,0
33,122,378,1,0,0
34,157,343,1,1,1
35,181,319,1,0,0
36,163,337,1,1,1
37,128,372,1,1,1
38,205,295,1,0,0
39,95,405,1,1,0
