ID,S,I,State,Nature,Obs
0,292,208,0,0,1
1,283,217,0,0,1
2,248,252,1,0,1
3,364,136,0,0,0
4,288,212,0,0,1
5,229,271,1,0,0
6,250,250,0.5,0,1
7,282,218,0,0,0
8,262,238,0,1,1
9,253,247,0,0,0
10,209,291,1,0,0
11,168,332,1,0,1
12,234,266,1,0,0
13,315,185,0,0,0
14,300,200,0,0,1
15,128,372,1,0,1
16,64,436,1,0,0
17,81,419,1,0,1
18,325,175,0,0,0
19,356,144,0,0,0
20,347,153,0,0,0
21,128,372,1,0,0
22,265,235,0,0,1
23,361,139,0,0,0
24,62,438,1,0,0
25,334,166,0,0,0
26,303,197,0,0,0
27,326,174,0,0,0
28,346,154,0,0,0
29,77,423,1,0,0
30,93,407,1,0,1
31,347,153,0,0,0
32,290,210,0,0,0
33,355,145,0,0,1
34,224,276,1,0,0
35,276,224,0,0,0
36,347,153,0,0,0
37,344,156,0,0,0
38,126,374,1,0,0
39,314,186,0,0,1
