ID,S,I,State,Nature,Obs
0,0,500,1,1,1
1,0,500,1,1,1
2,0,500,1,1,1
3,0,500,1,0,1
4,0,500,1,1,1
5,7,493,1,1,1
6,500,0,0,0,0
7,94,406,1,1,0
8,500,0,0,1,1
9,4,496,1,1,1
10,12,488,1,1,1
11,313,187,0,0,0
12,0,500,1,1,1
13,12,488,1,1,1
14,0,500,1,1,1
15,0,500,1,1,1
16,500,0,0,0,0
17,0,500,1,1,1
18,0,500,1,1,0
19,48,452,1,1,1
20,500,0,0,1,1
21,0,500,1,1,1
22,0,500,1,1,1
23,0,500,1,1,1
24,1,499,1,1,1
25,498,2,0,0,0
26,0,500,1,1,1
27,0,500,1,1,1
28,15,485,1,1,1
29,0,500,1,1,1
30,0,500,1,1,1
31,0,500,1,1,1
32,0,500,1,1,1
33,0,500,1,1,1
34,25,475,1,0,1
35,0,500,1,1,1
36,0,500,1,1,1
37,0,500,1,0,0
38,500,0,0,1,1
39,0,500,1,1,0
