ID,S,I,State,Nature,Obs
0,83,417,1,1,1
1,90,410,1,1,1
2,87,413,1,1,0
3,188,312,1,1,1
4,125,375,1,1,1
5,87,413,1,1,1
6,113,387,1,1,1
7,91,409,1,1,1
8,119,381,1,1,1
9,108,392,1,1,1
10,113,387,1,1,1
11,110,390,1,0,1
12,109,391,1,1,1
13,149,351,1,1,1
14,101,399,1,1,1
15,49,451,1,1,1
16,188,312,1,1,1
17,47,453,1,1,1
18,136,364,1,1,0
19,138,362,1,1,1
20,104,396,1,1,0
21,117,383,1,1,1
22,129,371,1,1,1
23,82,418,1,1,0
24,34,466,1,1,1
25,207,293,1,1,1
26,133,367,1,1,1
27,100,400,1,1,1
28,119,381,1,1,1
29,110,390,1,1,1
30,166,334,1,0,0
31,111,389,1,1,0
32,112,388,1,1,0
33,96,404,1,1,1
34,107,393,1,0,0
35,198,302,1,0,1
36,93,407,1,1,1
37,125,375,1,1,1
38,166,334,1,1,1
39,101,399,1,0,1
