ID,S,I,State,Nature,Obs
0,100,400,1,1,0
1,108,392,1,1,0
2,83,417,1,1,1
3,181,319,1,1,1
4,80,420,1,1,1
5,102,398,1,0,0
6,101,399,1,1,1
7,102,398,1,1,1
8,121,379,1,1,1
9,88,412,1,0,0
10,92,408,1,1,1
11,120,380,1,0,1
12,83,417,1,1,1
13,125,375,1,1,1
14,97,403,1,1,1
15,108,392,1,1,1
16,199,301,1,1,1
17,79,421,1,1,1
18,147,353,1,1,1
19,139,361,1,1,1
20,116,384,1,0,0
21,87,413,1,1,1
22,157,343,1,0,0
23,112,388,1,1,1
24,93,407,1,1,1
25,241,259,1,1,1
26,102,398,1,0,1
27,102,398,1,1,1
28,117,383,1,1,1
29,145,355,1,1,0
30,171,329,1,0,0
31,121,379,1,1,1
32,109,391,1,1,1
33,117,383,1,1,1
34,105,395,1,1,1
35,182,318,1,1,1
36,132,368,1,1,1
37,141,359,1,1,1
38,184,316,1,1,1
39,98,402,1,1,1
