ID,S,I,State,Nature,Obs
0,139,361,1,1,0
1,213,287,1,1,1
2,69,431,1,1,1
3,292,208,0,1,0
4,0,500,1,1,1
5,0,500,1,1,1
6,0,500,1,1,1
7,0,500,1,1,1
8,0,500,1,1,1
9,2,498,1,1,1
10,4,496,1,1,0
11,2,498,1,0,0
12,48,452,1,1,0
13,500,0,0,1,0
14,60,440,1,1,1
15,86,414,1,1,1
16,283,217,0,0,0
17,4,496,1,1,0
18,166,334,1,1,1
19,1,499,1,1,1
20,12,488,1,1,1
21,1,499,1,1,1
22,0,500,1,0,1
23,52,448,1,0,0
24,59,441,1,1,1
25,409,91,0,0,0
26,0,500,1,1,1
27,79,421,1,1,1
28,246,254,1,1,0
29,302,198,0,0,0
30,316,184,0,1,1
31,111,389,1,0,0
32,0,500,1,1,1
33,108,392,1,1,1
34,365,135,0,1,1
35,391,109,0,0,0
36,0,500,1,0,0
37,1,499,1,0,0
38,342,158,0,0,1
39,499,1,0,0,0
