ID,S,I,State,Nature,Obs
0,7,493,1,1,1
1,0,500,1,1,1
2,0,500,1,1,1
3,0,500,1,1,1
4,0,500,1,1,1
5,35,465,1,1,1
6,0,500,1,0,0
7,500,0,0,1,0
8,0,500,1,1,1
9,31,469,1,1,1
10,452,48,0,0,0
11,0,500,1,1,1
12,3,497,1,1,1
13,484,16,0,1,1
14,0,500,1,1,1
15,0,500,1,0,0
16,0,500,1,1,1
17,0,500,1,1,1
18,379,121,0,1,1
19,31,469,1,1,1
20,500,0,0,1,1
21,0,500,1,1,1
22,465,35,0,0,0
23,0,500,1,1,0
24,392,108,0,0,0
25,0,500,1,1,0
26,0,500,1,1,1
27,1,499,1,1,1
28,56,444,1,1,1
29,490,10,0,0,0
30,439,61,0,1,0
31,28,472,1,1,0
32,0,500,1,1,1
33,58,442,1,0,0
34,500,0,0,1,1
35,41,459,1,1,1
36,0,500,1,0,0
37,0,500,1,1,1
38,500,0,0,1,1
39,452,48,0,0,0
