ID,S,I,State,Nature,Obs
0,98,402,1,1,1
1,48,452,1,1,1
2,40,460,1,1,1
3,179,321,1,0,0
4,28,472,1,1,1
5,51,449,1,1,1
6,125,375,1,1,1
7,77,423,1,1,1
8,46,454,1,0,0
9,47,453,1,1,1
10,28,472,1,1,1
11,173,327,1,1,1
12,46,454,1,1,1
13,48,452,1,1,0
14,45,455,1,1,1
15,76,424,1,1,1
16,204,296,1,1,1
17,141,359,1,1,1
18,73,427,1,1,1
19,121,379,1,0,0
20,35,465,1,1,0
21,205,295,1,0,0
22,135,365,1,1,1
23,55,445,1,1,1
24,77,423,1,1,1
25,208,292,1,1,1
26,61,439,1,1,0
27,49,451,1,1,0
28,48,452,1,1,0
29,144,356,1,1,1
30,193,307,1,1,1
31,59,441,1,1,0
32,64,436,1,1,0
33,28,472,1,1,1
34,171,329,1,0,0
35,174,326,1,0,0
36,31,469,1,1,0
37,131,369,1,0,0
38,182,318,1,0,1
39,94,406,1,1,1
