ID,S,I,State,Nature,Obs
0,154,346,1,0,0
1,120,380,1,0,0
2,83,417,1,0,0
3,312,188,0,0,0
4,65,435,1,1,1
5,80,420,1,1,0
6,98,402,1,1,1
7,119,381,1,1,1
8,134,366,1,1,1
9,55,445,1,0,0
10,45,455,1,1,1
11,212,288,1,0,0
12,71,429,1,0,0
13,135,365,1,1,1
14,98,402,1,1,1
15,149,351,1,0,0
16,276,224,0,1,0
17,66,434,1,1,0
18,156,344,1,1,0
19,182,318,1,0,1
20,100,400,1,1,1
21,63,437,1,0,0
22,226,274,1,0,0
23,128,372,1,0,0
24,157,343,1,1,0
25,251,249,0,0,0
26,68,432,1,1,1
27,110,390,1,1,1
28,100,400,1,1,1
29,231,269,1,0,0
30,313,187,0,1,1
31,124,376,1,0,0
32,85,415,1,1,1
33,96,404,1,1,1
34,281,219,0,0,0
35,178,322,1,0,0
36,115,385,1,0,1
37,216,284,1,0,0
38,329,171,0,0,0
39,165,335,1,0,0
