ID,S,I,State,Nature,Obs
0,201,299,1,1,1
1,202,298,1,1,1
2,195,305,1,1,0
3,301,199,0,1,1
4,184,316,1,1,1
5,195,305,1,1,1
6,210,290,1,1,1
7,206,294,1,1,1
8,218,282,1,1,1
9,195,305,1,1,1
10,191,309,1,1,1
11,240,260,1,0,1
12,197,303,1,1,1
13,229,271,1,1,1
14,197,303,1,1,1
15,197,303,1,1,1
16,260,240,0,1,1
17,188,312,1,1,1
18,251,249,0,1,0
19,249,251,1,1,1
20,195,305,1,1,0
21,223,277,1,1,1
22,257,243,0,1,1
23,212,288,1,1,0
24,196,304,1,1,1
25,303,197,0,1,1
26,196,304,1,1,1
27,196,304,1,1,1
28,201,299,1,1,1
29,248,252,1,1,1
30,292,208,0,0,0
31,207,293,1,1,0
32,183,317,1,1,0
33,195,305,1,1,1
34,244,256,1,0,0
35,263,237,0,0,1
36,193,307,1,1,1
37,224,276,1,1,1
38,283,217,0,1,1
39,213,287,1,0,1
