ID,S,I,State,Nature,Obs
0,99,401,1,1,0
1,73,427,1,1,0
2,84,416,1,1,1
3,199,301,1,1,0
4,90,410,1,1,0
5,75,425,1,1,1
6,104,396,1,0,0
7,68,432,1,1,1
8,130,370,1,0,0
9,83,417,1,1,1
10,99,401,1,1,1
11,143,357,1,0,1
12,83,417,1,1,1
13,120,380,1,1,0
14,83,417,1,1,1
15,48,452,1,1,1
16,196,304,1,0,1
17,56,444,1,1,1
18,144,356,1,1,1
19,120,380,1,1,0
20,72,428,1,1,1
21,131,369,1,1,0
22,144,356,1,0,0
23,72,428,1,1,1
24,61,439,1,1,1
25,217,283,1,0,0
26,82,418,1,1,1
27,75,425,1,1,1
28,75,425,1,1,0
29,176,324,1,1,1
30,199,301,1,0,0
31,83,417,1,1,0
32,73,427,1,1,1
33,61,439,1,1,1
34,115,385,1,0,1
35,165,335,1,1,1
36,81,419,1,1,1
37,130,370,1,0,0
38,183,317,1,1,1
39,98,402,1,1,1
