ID,S,I,State,Nature,Obs
0,0,500,1,1,0
1,202,298,1,1,1
2,0,500,1,1,1
3,163,337,1,0,0
4,3,497,1,1,1
5,476,24,0,0,0
6,30,470,1,0,1
7,1,499,1,1,1
8,0,500,1,1,1
9,500,0,0,1,1
10,0,500,1,1,1
11,7,493,1,0,1
12,0,500,1,1,1
13,2,498,1,1,1
14,205,295,1,1,1
15,0,500,1,1,1
16,53,447,1,0,0
17,0,500,1,1,1
18,251,249,0,1,1
19,22,478,1,1,1
20,481,19,0,0,0
21,266,234,0,0,0
22,114,386,1,1,1
23,0,500,1,1,1
24,0,500,1,1,0
25,5,495,1,1,1
26,0,500,1,1,1
27,101,399,1,1,1
28,61,439,1,1,1
29,93,407,1,0,0
30,236,264,1,1,0
31,492,8,0,1,1
32,0,500,1,1,0
33,0,500,1,1,1
34,243,257,1,0,0
35,284,216,0,1,1
36,0,500,1,0,1
37,421,79,0,1,0
38,450,50,0,0,0
39,12,488,1,1,1
