ID,S,I,State,Nature,Obs
0,88,412,1,1,1
1,97,403,1,1,1
2,42,458,1,1,1
3,180,320,1,0,0
4,96,404,1,1,1
5,80,420,1,0,0
6,100,400,1,0,0
7,55,445,1,1,1
8,124,376,1,0,0
9,26,474,1,0,0
10,77,423,1,1,1
11,139,361,1,0,0
12,59,441,1,1,1
13,145,355,1,1,1
14,56,444,1,1,1
15,56,444,1,1,0
16,202,298,1,1,1
17,61,439,1,1,1
18,160,340,1,1,0
19,142,358,1,0,0
20,68,432,1,0,0
21,106,394,1,0,0
22,179,321,1,1,1
23,77,423,1,1,1
24,48,452,1,1,1
25,216,284,1,1,1
26,80,420,1,1,1
27,68,432,1,1,1
28,66,434,1,1,1
29,163,337,1,0,0
30,191,309,1,1,1
31,83,417,1,1,1
32,61,439,1,0,0
33,56,444,1,1,1
34,136,364,1,0,0
35,195,305,1,1,0
36,63,437,1,0,0
37,157,343,1,1,1
38,189,311,1,1,1
39,124,376,1,1,1
