ID,S,I,State,Nature,Obs
0,72,428,1,1,1
1,87,413,1,1,1
2,23,477,1,1,1
3,246,254,1,1,1
4,0,500,1,1,1
5,0,500,1,1,0
6,0,500,1,1,1
7,0,500,1,1,1
8,0,500,1,1,0
9,1,499,1,1,0
10,2,498,1,1,1
11,500,0,0,0,0
12,15,485,1,1,1
13,325,175,0,1,1
14,28,472,1,1,0
15,44,456,1,1,0
16,243,257,1,0,1
17,1,499,1,1,0
18,123,377,1,1,0
19,1,499,1,1,1
20,3,497,1,1,1
21,2,498,1,0,0
22,0,500,1,0,1
23,17,483,1,0,1
24,32,468,1,1,1
25,352,148,0,0,0
26,0,500,1,1,1
27,39,461,1,1,1
28,98,402,1,1,1
29,249,251,1,1,0
30,266,234,0,1,1
31,51,449,1,1,1
32,0,500,1,1,1
33,51,449,1,1,1
34,238,262,1,1,0
35,309,191,0,0,0
36,0,500,1,1,1
37,1,499,1,0,0
38,249,251,1,1,1
39,299,201,0,0,0
