ID,S,I,State,Nature,Obs
0,0,500,1,0,0
1,48,452,1,1,1
2,377,123,0,0,0
3,0,500,1,0,0
4,0,500,1,1,1
5,0,500,1,1,1
6,0,500,1,0,0
7,0,500,1,1,1
8,0,500,1,1,1
9,0,500,1,1,1
10,0,500,1,0,0
11,0,500,1,1,1
12,0,500,1,0,1
13,0,500,1,0,1
14,0,500,1,0,0
15,458,42,0,0,0
16,0,500,1,1,1
17,5,495,1,1,1
18,497,3,0,0,0
19,493,7,0,0,0
20,0,500,1,1,1
21,0,500,1,1,1
22,500,0,0,1,1
23,0,500,1,1,1
24,500,0,0,0,0
25,0,500,1,1,1
26,16,484,1,1,1
27,500,0,0,0,1
28,0,500,1,0,0
29,0,500,1,1,1
30,500,0,0,1,1
31,0,500,1,1,1
32,1,499,1,1,1
33,500,0,0,0,1
34,0,500,1,1,1
35,6,494,1,1,1
36,64,436,1,1,0
37,0,500,1,1,0
38,0,500,1,1,1
39,478,22,0,0,0
