ID,S,I,State,Nature,Obs
0,442,58,0,0,0
1,252,248,0,0,0
2,450,50,0,0,0
3,396,104,0,0,0
4,462,38,0,0,0
5,360,140,0,0,0
6,19,481,1,0,0
7,442,58,0,0,0
8,10,490,1,0,0
9,298,202,0,0,0
10,476,24,0,0,0
11,277,223,0,0,0
12,384,116,0,0,0
13,26,474,1,0,0
14,446,54,0,0,0
15,181,319,1,0,0
16,205,295,1,0,0
17,180,320,1,0,1
18,6,494,1,0,0
19,7,493,1,0,0
20,467,33,0,0,0
21,13,487,1,0,0
22,296,204,0,0,0
23,468,32,0,0,0
24,310,190,0,0,0
25,407,93,0,0,0
26,2,498,1,0,0
27,438,62,0,0,0
28,453,47,0,0,0
29,267,233,0,0,0
30,215,285,1,1,1
31,461,39,0,0,0
32,398,102,0,0,0
33,11,489,1,0,1
34,255,245,0,0,0
35,467,33,0,0,0
36,23,477,1,0,0
37,298,202,0,0,1
38,335,165,0,0,0
39,327,173,0,0,0
