ID,S,I,State,Nature,Obs
0,56,444,1,1,1
1,125,375,1,1,1
2,48,452,1,1,1
3,205,295,1,1,1
4,80,420,1,1,0
5,80,420,1,1,1
6,71,429,1,1,1
7,53,447,1,1,1
8,125,375,1,1,1
9,21,479,1,0,0
10,65,435,1,1,1
11,157,343,1,0,0
12,54,446,1,1,1
13,142,358,1,1,0
14,55,445,1,1,1
15,62,438,1,1,1
16,196,304,1,1,1
17,60,440,1,1,1
18,148,352,1,1,1
19,145,355,1,0,0
20,57,443,1,1,1
21,127,373,1,1,1
22,149,351,1,0,0
23,61,439,1,1,1
24,67,433,1,1,0
25,230,270,1,1,1
26,47,453,1,0,0
27,42,458,1,1,1
28,49,451,1,1,1
29,161,339,1,1,1
30,187,313,1,1,1
31,57,443,1,1,1
32,72,428,1,1,1
33,60,440,1,1,0
34,123,377,1,1,1
35,175,325,1,1,1
36,57,443,1,1,1
37,146,354,1,0,1
38,185,315,1,1,1
39,101,399,1,1,1
