ID,S,I,State,Nature,Obs
0,500,0,0,0,0
1,448,52,0,0,0
2,29,471,1,0,1
3,446,54,0,0,0
4,0,500,1,0,1
5,0,500,1,0,0
6,0,500,1,0,1
7,13,487,1,0,0
8,341,159,0,0,0
9,0,500,1,0,0
10,500,0,0,0,1
11,0,500,1,0,1
12,0,500,1,0,1
13,0,500,1,0,0
14,0,500,1,0,0
15,287,213,0,0,0
16,485,15,0,0,0
17,2,498,1,0,0
18,0,500,1,0,1
19,497,3,0,0,0
20,0,500,1,0,0
21,445,55,0,0,0
22,0,500,1,0,0
23,0,500,1,0,0
24,0,500,1,0,0
25,410,90,0,0,1
26,0,500,1,0,0
27,429,71,0,0,0
28,465,35,0,0,0
29,0,500,1,0,0
30,0,500,1,1,0
31,435,65,0,0,0
32,0,500,1,0,0
33,0,500,1,0,0
34,84,416,1,0,1
35,0,500,1,0,1
36,0,500,1,0,0
37,500,0,0,0,0
38,484,16,0,0,0
39,0,500,1,0,0
