ID,S,I,State,Nature,Obs
0,0,500,1,1,1
1,0,500,1,1,1
2,0,500,1,1,1
3,0,500,1,1,1
4,0,500,1,1,0
5,0,500,1,1,1
6,19,481,1,1,1
7,0,500,1,1,1
8,78,422,1,1,1
9,0,500,1,0,0
10,0,500,1,1,1
11,94,406,1,0,0
12,0,500,1,1,1
13,22,478,1,1,0
14,0,500,1,1,1
15,0,500,1,1,1
16,180,320,1,1,1
17,0,500,1,1,1
18,0,500,1,1,1
19,171,329,1,0,0
20,0,500,1,1,1
21,22,478,1,1,1
22,0,500,1,0,0
23,0,500,1,1,1
24,0,500,1,1,0
25,91,409,1,1,1
26,500,0,0,0,0
27,0,500,1,1,1
28,0,500,1,1,1
29,0,500,1,1,1
30,0,500,1,1,1
31,0,500,1,1,1
32,0,500,1,1,1
33,0,500,1,1,0
34,0,500,1,1,1
35,0,500,1,1,1
36,37,463,1,1,1
37,0,500,1,0,1
38,1,499,1,1,1
39,0,500,1,1,1
