ID,S,I,State,Nature,Obs
0,112,388,1,1,0
1,52,448,1,1,1
2,49,451,1,1,1
3,252,248,0,1,0
4,31,469,1,1,1
5,71,429,1,1,1
6,121,379,1,1,1
7,81,419,1,1,1
8,80,420,1,1,1
9,40,460,1,1,1
10,33,467,1,1,0
11,183,317,1,0,0
12,50,450,1,1,0
13,87,413,1,1,0
14,63,437,1,1,1
15,88,412,1,1,1
16,175,325,1,0,0
17,132,368,1,1,0
18,155,345,1,1,1
19,153,347,1,1,1
20,51,449,1,1,1
21,184,316,1,1,1
22,164,336,1,0,1
23,73,427,1,0,0
24,102,398,1,1,1
25,211,289,1,0,0
26,51,449,1,1,1
27,70,430,1,1,1
28,59,441,1,1,0
29,198,302,1,0,0
30,202,298,1,1,1
31,72,428,1,0,0
32,72,428,1,1,1
33,31,469,1,1,1
34,196,304,1,1,1
35,208,292,1,0,0
36,60,440,1,0,0
37,134,366,1,0,0
38,209,291,1,0,1
39,111,389,1,0,0
