ID,S,I,State,Nature,Obs
0,103,397,1,1,1
1,76,424,1,1,1
2,62,438,1,1,1
3,194,306,1,1,1
4,95,405,1,1,1
5,89,411,1,1,1
6,100,400,1,0,0
7,83,417,1,1,0
8,132,368,1,1,1
9,69,431,1,1,1
10,82,418,1,0,0
11,137,363,1,1,1
12,91,409,1,1,1
13,119,381,1,1,1
14,76,424,1,1,1
15,65,435,1,0,0
16,175,325,1,1,1
17,70,430,1,1,1
18,171,329,1,1,1
19,159,341,1,1,1
20,62,438,1,1,1
21,131,369,1,1,1
22,140,360,1,0,0
23,77,423,1,1,0
24,57,443,1,0,0
25,238,262,1,1,0
26,68,432,1,1,1
27,82,418,1,1,1
28,72,428,1,1,1
29,150,350,1,0,0
30,201,299,1,1,0
31,64,436,1,1,0
32,50,450,1,1,1
33,59,441,1,0,0
34,130,370,1,1,1
35,194,306,1,1,1
36,72,428,1,0,0
37,131,369,1,1,1
38,190,310,1,1,1
39,121,379,1,0,0
