ID,S,I,State,Nature,Obs
0,0,500,1,1,0
1,0,500,1,1,0
2,0,500,1,1,1
3,335,165,0,1,0
4,0,500,1,1,0
5,0,500,1,1,1
6,40,460,1,0,0
7,0,500,1,1,1
8,0,500,1,0,0
9,0,500,1,1,1
10,0,500,1,1,1
11,70,430,1,0,1
12,0,500,1,1,1
13,38,462,1,1,0
14,0,500,1,1,1
15,0,500,1,1,1
16,213,287,1,0,1
17,63,437,1,1,1
18,134,366,1,1,1
19,149,351,1,1,0
20,0,500,1,1,1
21,63,437,1,1,0
22,0,500,1,0,0
23,3,497,1,1,1
24,3,497,1,1,1
25,500,0,0,0,0
26,0,500,1,1,1
27,0,500,1,1,1
28,21,479,1,1,0
29,63,437,1,1,1
30,0,500,1,0,0
31,37,463,1,1,0
32,1,499,1,1,1
33,4,496,1,1,1
34,1,499,1,0,1
35,95,405,1,1,1
36,0,500,1,1,1
37,435,65,0,0,0
38,142,358,1,1,1
39,15,485,1,1,1
