ID,S,I,State,Nature,Obs
0,464,36,0,0,0
1,421,79,0,0,0
2,71,429,1,0,0
3,439,61,0,0,0
4,0,500,1,0,0
5,0,500,1,0,0
6,413,87,0,0,0
7,0,500,1,0,0
8,102,398,1,0,0
9,0,500,1,0,0
10,283,217,0,0,0
11,0,500,1,0,0
12,500,0,0,0,0
13,0,500,1,0,0
14,10,490,1,0,0
15,7,493,1,0,0
16,444,56,0,0,0
17,0,500,1,0,1
18,0,500,1,0,0
19,470,30,0,0,0
20,0,500,1,0,0
21,348,152,0,0,0
22,87,413,1,0,0
23,353,147,0,0,0
24,284,216,0,0,0
25,445,55,0,0,0
26,0,500,1,0,0
27,2,498,1,0,0
28,194,306,1,0,0
29,0,500,1,0,0
30,500,0,0,1,1
31,0,500,1,0,0
32,0,500,1,0,0
33,0,500,1,0,1
34,370,130,0,0,0
35,500,0,0,0,0
36,0,500,1,0,0
37,436,64,0,0,1
38,455,45,0,0,0
39,500,0,0,0,0
