ID,S,I,State,Nature,Obs
0,150,350,1,1,1
1,178,322,1,1,1
2,0,500,1,1,1
3,74,426,1,0,0
4,0,500,1,1,1
5,0,500,1,1,1
6,0,500,1,1,0
7,1,499,1,1,1
8,33,467,1,1,1
9,0,500,1,1,1
10,9,491,1,1,1
11,145,355,1,1,1
12,135,365,1,0,1
13,252,248,0,1,1
14,4,496,1,1,1
15,17,483,1,1,1
16,50,450,1,1,1
17,0,500,1,1,1
18,156,344,1,0,0
19,133,367,1,1,1
20,0,500,1,1,1
21,51,449,1,1,1
22,318,182,0,0,0
23,1,499,1,1,1
24,0,500,1,1,1
25,141,359,1,1,1
26,0,500,1,1,1
27,55,445,1,1,1
28,41,459,1,1,1
29,231,269,1,1,0
30,246,254,1,0,0
31,104,396,1,1,1
32,3,497,1,1,1
33,234,266,1,0,0
34,418,82,0,1,1
35,25,475,1,1,1
36,203,297,1,1,1
37,366,134,0,1,1
38,7,493,1,0,0
39,0,500,1,1,0
