ID,S,I,State,Nature,Obs
0,103,397,1,1,0
1,30,470,1,1,1
2,59,441,1,1,1
3,150,350,1,0,1
4,28,472,1,1,1
5,60,440,1,1,1
6,89,411,1,1,1
7,59,441,1,1,1
8,159,341,1,0,0
9,39,461,1,1,0
10,116,384,1,1,1
11,132,368,1,1,1
12,91,409,1,1,1
13,31,469,1,1,0
14,67,433,1,1,1
15,49,451,1,1,1
16,219,281,1,1,1
17,82,418,1,1,1
18,101,399,1,1,1
19,98,402,1,0,0
20,36,464,1,1,1
21,168,332,1,0,0
22,102,398,1,1,0
23,39,461,1,1,1
24,72,428,1,1,0
25,205,295,1,1,1
26,58,442,1,1,1
27,37,463,1,1,1
28,35,465,1,1,1
29,136,364,1,1,0
30,170,330,1,1,0
31,43,457,1,1,0
32,45,455,1,1,1
33,42,458,1,1,1
34,109,391,1,0,1
35,158,342,1,1,1
36,49,451,1,1,1
37,106,394,1,1,1
38,174,326,1,1,0
39,99,401,1,1,1
