ID,S,I,State,Nature,Obs
0,192,308,1,1,1
1,199,301,1,1,1
2,187,313,1,1,0
3,285,215,0,1,1
4,192,308,1,1,1
5,194,306,1,1,0
6,211,289,1,0,0
7,198,302,1,1,1
8,226,274,1,1,1
9,191,309,1,1,0
10,193,307,1,0,1
11,224,276,1,0,0
12,190,310,1,0,0
13,234,266,1,1,1
14,192,308,1,1,0
15,196,304,1,0,0
16,265,235,0,1,0
17,209,291,1,1,1
18,263,237,0,1,1
19,243,257,1,1,0
20,210,290,1,1,1
21,214,286,1,1,1
22,234,266,1,0,0
23,205,295,1,1,0
24,208,292,1,0,0
25,313,187,0,1,1
26,193,307,1,1,1
27,201,299,1,1,1
28,213,287,1,1,1
29,247,253,1,0,1
30,291,209,0,1,1
31,204,296,1,1,1
32,195,305,1,1,1
33,204,296,1,0,0
34,226,274,1,1,1
35,277,223,0,0,0
36,212,288,1,0,1
37,237,263,1,1,1
38,266,234,0,1,1
39,230,270,1,1,1
