ID,S,I,State,Nature,Obs
0,102,398,1,1,1
1,32,468,1,1,1
2,105,395,1,1,1
3,198,302,1,0,0
4,24,476,1,1,1
5,61,439,1,1,1
6,83,417,1,0,0
7,64,436,1,1,1
8,139,361,1,0,0
9,134,366,1,1,1
10,49,451,1,1,0
11,172,328,1,1,1
12,42,458,1,1,0
13,117,383,1,1,1
14,44,456,1,1,1
15,38,462,1,1,1
16,187,313,1,0,0
17,64,436,1,1,0
18,144,356,1,1,1
19,166,334,1,1,1
20,47,453,1,1,1
21,136,364,1,1,1
22,167,333,1,0,1
23,70,430,1,1,1
24,46,454,1,1,0
25,220,280,1,0,0
26,72,428,1,1,1
27,66,434,1,1,1
28,71,429,1,1,0
29,149,351,1,1,1
30,215,285,1,1,0
31,82,418,1,1,1
32,40,460,1,1,1
33,62,438,1,1,1
34,127,373,1,1,1
35,172,328,1,1,1
36,84,416,1,1,1
37,133,367,1,0,0
38,202,298,1,1,1
39,122,378,1,1,1
