ID,S,I,State,Nature,Obs
0,162,338,1,0,1
1,353,147,0,0,0
2,0,500,1,1,1
3,494,6,0,0,1
4,0,500,1,1,1
5,258,242,0,1,1
6,388,112,0,1,1
7,494,6,0,0,0
8,9,491,1,1,1
9,320,180,0,0,1
10,0,500,1,1,1
11,363,137,0,1,0
12,2,498,1,1,1
13,0,500,1,1,0
14,28,472,1,1,1
15,492,8,0,1,0
16,0,500,1,1,0
17,75,425,1,1,1
18,0,500,1,1,1
19,0,500,1,1,1
20,0,500,1,1,0
21,0,500,1,1,1
22,0,500,1,0,0
23,0,500,1,0,0
24,395,105,0,0,0
25,0,500,1,0,1
26,422,78,0,0,0
27,0,500,1,1,1
28,492,8,0,0,0
29,0,500,1,1,1
30,33,467,1,1,1
31,0,500,1,1,1
32,0,500,1,1,0
33,494,6,0,0,0
34,7,493,1,1,1
35,500,0,0,0,0
36,496,4,0,0,0
37,332,168,0,1,1
38,0,500,1,1,1
39,0,500,1,0,0
