ID,S,I,State,Nature,Obs
0,0,500,1,1,1
1,4,496,1,1,1
2,98,402,1,1,1
3,12,488,1,1,0
4,257,243,0,1,0
5,0,500,1,1,1
6,195,305,1,0,0
7,160,340,1,0,0
8,0,500,1,1,1
9,398,102,0,0,0
10,256,244,0,1,1
11,0,500,1,1,1
12,7,493,1,1,1
13,0,500,1,1,1
14,411,89,0,0,0
15,0,500,1,1,1
16,0,500,1,1,1
17,0,500,1,1,1
18,0,500,1,1,1
19,0,500,1,1,1
20,13,487,1,1,1
21,0,500,1,0,0
22,0,500,1,1,1
23,0,500,1,1,1
24,94,406,1,1,1
25,500,0,0,1,1
26,17,483,1,1,1
27,500,0,0,0,1
28,150,350,1,1,1
29,198,302,1,0,1
30,0,500,1,1,1
31,499,1,0,0,0
32,0,500,1,1,1
33,166,334,1,0,1
34,0,500,1,1,1
35,250,250,0.5,1,1
36,175,325,1,0,1
37,0,500,1,1,1
38,72,428,1,1,1
39,481,19,0,0,0
