ID,S,I,State,Nature,Obs
0,425,75,0,0,0
1,422,78,0,0,0
2,430,70,0,0,0
3,444,56,0,0,0
4,426,74,0,0,0
5,429,71,0,0,0
6,435,65,0,0,0
7,421,79,0,0,0
8,428,72,0,0,0
9,427,73,0,0,0
10,432,68,0,0,0
11,442,58,0,0,0
12,426,74,0,0,0
13,439,61,0,0,0
14,426,74,0,0,0
15,435,65,0,0,0
16,434,66,0,0,0
17,431,69,0,0,0
18,419,81,0,0,0
19,426,74,0,0,0
20,429,71,0,0,0
21,427,73,0,0,0
22,429,71,0,0,0
23,429,71,0,0,0
24,437,63,0,0,0
25,454,46,0,0,0
26,423,77,0,0,0
27,430,70,0,0,0
28,439,61,0,0,0
29,448,52,0,0,0
30,452,48,0,0,0
31,429,71,0,0,0
32,444,56,0,0,0
33,443,57,0,0,0
34,431,69,0,0,0
35,429,71,0,0,0
36,450,50,0,0,0
37,429,71,0,0,0
38,449,51,0,0,0
39,451,49,0,0,0
