ID,S,I,State,Nature,Obs
0,422,78,0,0,0
1,422,78,0,0,0
2,425,75,0,0,0
3,438,62,0,0,0
4,428,72,0,0,1
5,429,71,0,0,0
6,435,65,0,0,0
7,426,74,0,0,0
8,431,69,0,0,0
9,431,69,0,0,0
10,430,70,0,0,0
11,446,54,0,0,0
12,439,61,0,0,0
13,443,57,0,0,0
14,421,79,0,0,0
15,438,62,0,0,0
16,450,50,0,0,0
17,434,66,0,0,0
18,427,73,0,0,0
19,431,69,0,0,0
20,434,66,0,0,0
21,432,68,0,0,0
22,431,69,0,0,0
23,431,69,0,0,0
24,446,54,0,0,0
25,452,48,0,0,0
26,430,70,0,0,0
27,454,46,0,0,0
28,441,59,0,0,0
29,459,41,0,0,0
30,464,36,0,0,0
31,425,75,0,0,0
32,440,60,0,0,0
33,437,63,0,0,0
34,432,68,0,0,0
35,441,59,0,0,0
36,440,60,0,0,0
37,434,66,0,0,0
38,453,47,0,0,0
39,442,58,0,0,0
