ID,S,I,State,Nature,Obs
0,428,72,0,0,0
1,425,75,0,0,0
2,420,80,0,0,0
3,457,43,0,0,0
4,424,76,0,0,0
5,425,75,0,0,0
6,439,61,0,0,0
7,426,74,0,0,0
8,433,67,0,0,0
9,432,68,0,0,0
10,434,66,0,0,0
11,436,64,0,0,0
12,439,61,0,0,0
13,448,52,0,0,0
14,430,70,0,0,0
15,433,67,0,0,0
16,441,59,0,0,0
17,434,66,0,0,0
18,436,64,0,0,0
19,436,64,0,0,0
20,433,67,0,0,0
21,438,62,0,0,0
22,431,69,0,0,0
23,430,70,0,0,0
24,439,61,0,0,0
25,452,48,0,0,0
26,429,71,0,0,0
27,441,59,0,0,0
28,443,57,0,0,0
29,450,50,0,0,0
30,456,44,0,0,0
31,431,69,0,0,0
32,446,54,0,0,0
33,434,66,0,0,0
34,437,63,0,0,0
35,436,64,0,0,0
36,449,51,0,0,0
37,427,73,0,0,0
38,448,52,0,0,0
39,455,45,0,0,0
