ID,S,I,State,Nature,Obs
0,426,74,0,0,0
1,429,71,0,0,0
2,425,75,0,0,0
3,444,56,0,0,0
4,421,79,0,0,0
5,429,71,0,0,0
6,429,71,0,0,0
7,424,76,0,0,0
8,435,65,0,0,0
9,429,71,0,0,1
10,429,71,0,0,0
11,437,63,0,0,0
12,431,69,0,0,0
13,441,59,0,0,0
14,424,76,0,0,0
15,437,63,0,0,0
16,441,59,0,0,0
17,434,66,0,0,0
18,426,74,0,0,0
19,427,73,0,0,0
20,435,65,0,0,0
21,424,76,0,0,0
22,434,66,0,0,0
23,428,72,0,0,0
24,440,60,0,0,0
25,457,43,0,0,0
26,430,70,0,0,0
27,441,59,0,0,0
28,440,60,0,0,0
29,461,39,0,0,0
30,453,47,0,0,0
31,432,68,0,0,0
32,438,62,0,0,0
33,435,65,0,0,0
34,430,70,0,0,0
35,443,57,0,0,0
36,435,65,0,0,0
37,432,68,0,0,0
38,449,51,0,0,0
39,454,46,0,0,0
