ID,S,I,State,Nature,Obs
0,426,74,0,0,0
1,427,73,0,0,0
2,419,81,0,0,0
3,439,61,0,0,0
4,424,76,0,0,0
5,430,70,0,0,0
6,433,67,0,0,0
7,424,76,0,0,0
8,445,55,0,0,0
9,437,63,0,0,0
10,432,68,0,0,0
11,441,59,0,0,0
12,433,67,0,0,0
13,438,62,0,0,0
14,429,71,0,0,0
15,436,64,0,0,0
16,448,52,0,0,0
17,437,63,0,0,0
18,423,77,0,0,0
19,429,71,0,0,0
20,437,63,0,0,0
21,428,72,0,0,0
22,427,73,0,0,0
23,431,69,0,0,0
24,452,48,0,0,0
25,452,48,0,0,0
26,434,66,0,0,0
27,443,57,0,0,0
28,439,61,0,0,0
29,462,38,0,0,0
30,452,48,0,0,0
31,433,67,0,0,0
32,440,60,0,0,0
33,436,64,0,0,0
34,431,69,0,0,0
35,439,61,0,0,0
36,434,66,0,0,0
37,434,66,0,0,0
38,451,49,0,0,0
39,451,49,0,0,0
