ID,S,I,State,Nature,Obs
0,424,76,0,0,0
1,431,69,0,0,0
2,422,78,0,0,0
3,444,56,0,0,0
4,438,62,0,0,0
5,426,74,0,0,0
6,429,71,0,0,0
7,431,69,0,0,0
8,426,74,0,0,0
9,426,74,0,0,0
10,430,70,0,0,0
11,434,66,0,0,0
12,434,66,0,0,0
13,439,61,0,0,0
14,430,70,0,0,0
15,431,69,0,0,0
16,443,57,0,0,0
17,438,62,0,0,0
18,423,77,0,0,0
19,429,71,0,0,0
20,430,70,0,0,0
21,432,68,0,0,0
22,427,73,0,0,0
23,430,70,0,0,0
24,438,62,0,0,0
25,447,53,0,0,0
26,433,67,0,0,0
27,439,61,0,0,0
28,430,70,0,0,0
29,450,50,0,0,0
30,456,44,0,0,0
31,429,71,0,0,0
32,428,72,0,0,0
33,443,57,0,0,0
34,429,71,0,0,0
35,446,54,0,0,0
36,443,57,0,0,0
37,426,74,0,0,0
38,446,54,0,0,0
39,451,49,0,0,0
