ID,S,I,State,Nature,Obs
0,423,77,0,0,0
1,424,76,0,0,0
2,421,79,0,0,0
3,449,51,0,0,0
4,421,79,0,0,0
5,436,64,0,0,0
6,441,59,0,0,0
7,428,72,0,0,0
8,435,65,0,0,0
9,434,66,0,0,0
10,427,73,0,0,0
11,442,58,0,0,0
12,431,69,0,0,0
13,449,51,0,0,0
14,425,75,0,0,0
15,436,64,0,0,0
16,437,63,0,0,0
17,439,61,0,0,0
18,436,64,0,0,0
19,431,69,0,0,0
20,432,68,0,0,0
21,426,74,0,0,0
22,429,71,0,0,0
23,435,65,0,0,0
24,446,54,0,0,0
25,456,44,0,0,0
26,429,71,0,0,0
27,442,58,0,0,0
28,437,63,0,0,0
29,463,37,0,0,0
30,451,49,0,0,0
31,429,71,0,0,0
32,433,67,0,0,0
33,434,66,0,0,0
34,436,64,0,0,0
35,431,69,0,0,0
36,440,60,0,0,0
37,437,63,0,0,0
38,451,49,0,0,0
39,452,48,0,0,0
