ID,S,I,State,Nature,Obs
0,1,499,1,1,1
1,0,500,1,1,1
2,397,103,0,0,0
3,0,500,1,1,1
4,200,300,1,1,1
5,0,500,1,1,1
6,500,0,0,1,1
7,499,1,0,0,0
8,0,500,1,0,0
9,2,498,1,1,1
10,500,0,0,0,0
11,0,500,1,1,1
12,500,0,0,0,0
13,500,0,0,0,0
14,0,500,1,1,1
15,0,500,1,1,1
16,0,500,1,1,1
17,0,500,1,1,1
18,0,500,1,1,1
19,0,500,1,1,0
20,2,498,1,1,1
21,0,500,1,1,1
22,0,500,1,1,1
23,0,500,1,1,0
24,500,0,0,0,1
25,0,500,1,1,1
26,0,500,1,1,1
27,0,500,1,0,0
28,0,500,1,0,0
29,0,500,1,1,1
30,0,500,1,1,1
31,0,500,1,1,1
32,500,0,0,0,0
33,0,500,1,1,1
34,0,500,1,1,1
35,0,500,1,1,1
36,399,101,0,0,0
37,400,100,0,0,0
38,0,500,1,1,1
39,500,0,0,1,1
