ID,S,I,State,Nature,Obs
0,0,500,1,1,1
1,0,500,1,0,0
2,0,500,1,1,1
3,500,0,0,0,0
4,0,500,1,1,0
5,0,500,1,1,1
6,0,500,1,1,1
7,0,500,1,1,1
8,0,500,1,1,1
9,0,500,1,1,0
10,0,500,1,1,1
11,0,500,1,1,1
12,495,5,0,0,0
13,0,500,1,0,0
14,0,500,1,1,1
15,0,500,1,1,1
16,500,0,0,0,0
17,51,449,1,0,0
18,0,500,1,1,1
19,0,500,1,0,1
20,499,1,0,0,0
21,0,500,1,1,1
22,0,500,1,0,0
23,0,500,1,1,1
24,500,0,0,0,0
25,0,500,1,1,1
26,0,500,1,1,1
27,500,0,0,0,1
28,0,500,1,0,0
29,0,500,1,1,1
30,67,433,1,1,1
31,492,8,0,0,0
32,0,500,1,1,1
33,0,500,1,1,1
34,0,500,1,1,1
35,0,500,1,1,1
36,500,0,0,0,0
37,0,500,1,1,1
38,0,500,1,1,1
39,0,500,1,1,1
