ID,S,I,State,Nature,Obs
0,500,0,0,0,0
1,0,500,1,1,1
2,0,500,1,0,1
3,0,500,1,1,1
4,500,0,0,1,1
5,0,500,1,1,1
6,0,500,1,1,1
7,494,6,0,0,0
8,0,500,1,1,1
9,0,500,1,1,1
10,0,500,1,1,1
11,0,500,1,1,1
12,0,500,1,1,1
13,500,0,0,1,0
14,493,7,0,0,0
15,0,500,1,1,1
16,0,500,1,1,1
17,0,500,1,1,1
18,462,38,0,0,0
19,1,499,1,1,1
20,0,500,1,1,1
21,95,405,1,0,0
22,0,500,1,0,0
23,500,0,0,0,0
24,0,500,1,1,0
25,0,500,1,1,1
26,0,500,1,0,1
27,0,500,1,1,1
28,119,381,1,1,1
29,0,500,1,1,1
30,0,500,1,1,1
31,0,500,1,1,1
32,0,500,1,1,1
33,492,8,0,0,0
34,0,500,1,1,1
35,0,500,1,1,1
36,0,500,1,0,0
37,81,419,1,1,1
38,0,500,1,1,1
39,118,382,1,1,1
