ID,S,I,State,Nature,Obs
0,0,500,1,1,1
1,0,500,1,1,1
2,0,500,1,1,1
3,0,500,1,1,1
4,249,251,1,0,0
5,0,500,1,1,1
6,0,500,1,1,1
7,0,500,1,1,1
8,0,500,1,1,1
9,500,0,0,0,0
10,500,0,0,1,1
11,251,249,0,0,0
12,500,0,0,0,0
13,500,0,0,0,0
14,0,500,1,1,1
15,0,500,1,1,1
16,0,500,1,1,1
17,500,0,0,0,0
18,0,500,1,1,0
19,500,0,0,0,0
20,500,0,0,1,1
21,0,500,1,1,1
22,500,0,0,1,1
23,0,500,1,1,1
24,0,500,1,1,0
25,500,0,0,0,0
26,500,0,0,0,0
27,500,0,0,0,0
28,0,500,1,1,1
29,0,500,1,1,1
30,500,0,0,0,0
31,0,500,1,0,0
32,251,249,0,1,1
33,0,500,1,1,0
34,249,251,1,1,1
35,500,0,0,0,0
36,0,500,1,1,1
37,0,500,1,1,1
38,0,500,1,1,1
39,500,0,0,0,0
